FIR_ID,Police Station Name,District,FIR Number,Date & Time of Registration,Type of Information,Date of Occurrence,Place of Occurrence,Complainant Name,Father/Mother's Name,Age,Gender,Address,Contact Number,ID Proof Details,Accused Name,Accused Father's Name,Accused Address,IPC Sections,Nature of Offence,Complaint Body,Property Details,Action Taken,Complainant Signature,Duty Officer Name,Duty Officer Rank,Duty Officer Badge No,Priority,Date/Time,Police Station,Complainant Age,Complainant Gender,Complainant ID Type,Complainant Address,Accused Age,Accused Gender,Accused ID Type,Crime Location,IPC Section,Status,Investigating Officer,Badge ID
3439.0,Gumanpura PS,Jaisalmer,FIR/2025/3439,07-09-2025 10:18 PM,Written,22-04-2025,at the petrol station in Bhankrota,Razia Bano,Rajesh Solanki,64.0,Male,"192, Gandhi Path, Chittorgarh",9359044947.0,Aadhar Card,Vikas Dangi,Rekha Jain,"192, Gandhi Path, Chittorgarh",IPC 165,extremism,A case of extremism was reported near at the petrol station in Bhankrota.,Not applicable,Case registered and investigation taken up,Signed,SI Harendra Singh,Sub-Inspector,RJ7897,High,,,,,,,,,,,,,,
3441.0,Sikrai PS,Tonk,FIR/2025/3441,07-09-2025 10:18 PM,Written,04-07-2025,at the hospital gate in Durgapura,Imran Khan,Karan Bishnoi,63.0,Male,"53, Kishangarh, Tonk",9828479109.0,Aadhar Card,Meena Kumari,Suman Devi,"53, Kishangarh, Tonk",IPC 243,minor stealing,A case of minor stealing was reported near at the hospital gate in Durgapura.,Not applicable,Case registered and investigation taken up,Signed,Inspector Firoza Bano,Sub-Inspector,RJ6844,Low,,,,,,,,,,,,,,
3446.0,Bandikui PS,Jodhpur,FIR/2025/3446,07-09-2025 10:18 PM,Written,26-12-2024,outside the hospital in Alwar,Suresh Saini,Sanjay Rathore,65.0,Female,"137, Bagru, Chittorgarh",9630344265.0,Aadhar Card,Unknown person(s),,,IPC 135,non-fatal accident,A road accident occurred. Minor injuries reported.,Not applicable,Case registered and investigation taken up,Signed,SI Babita Kumari,Sub-Inspector,RJ9224,Medium,,,,,,,,,,,,,,
3448.0,Tonk Road PS,Pali,FIR/2025/3448,07-09-2025 10:18 PM,Written,26-01-2025,inside Triton Mall,Bhupendra Jat,Kanchan Devi,48.0,Male,"59, C-Scheme, Pali",9688983713.0,Aadhar Card,Javed Ali,Pinki Kumari,"59, C-Scheme, Pali",IPC 493,burglary,Unidentified persons broke into the house and stole valuables.,Not applicable,Case registered and investigation taken up,Signed,Inspector Karan Bishnoi,Sub-Inspector,RJ2770,Medium,,,,,,,,,,,,,,
3450.0,Gopalpura PS,Jhunjhunu,FIR/2025/3450,07-09-2025 10:18 PM,Written,26-02-2025,outside the textile shop in Johari Bazaar,Sarita Kumari,Shalini Verma,54.0,Female,"174, Village Bassi, Bikaner",9251023354.0,Aadhar Card,Unknown person(s),,,IPC 453,digital theft,A case of digital theft was reported near outside the textile shop in Johari Bazaar.,Not applicable,Case registered and investigation taken up,Signed,SI Priya Choudhary,Sub-Inspector,RJ1491,Medium,,,,,,,,,,,,,,
3458.0,Bhiwadi PS,Bikaner,FIR/2025/3458,07-09-2025 10:18 PM,Written,15-09-2024,at Gandhi Nagar Railway Station,Saira Begum,Bhupendra Jat,61.0,Male,"129, Neem Ka Thana, Jaisalmer",9864404702.0,Aadhar Card,Yogesh Purohit,Geeta Bai,"129, Neem Ka Thana, Jaisalmer",IPC 462,robbery with weapon,A case of robbery with weapon was reported near at Gandhi Nagar Railway Station.,Not applicable,Case registered and investigation taken up,Signed,SI Nazma Bano,Sub-Inspector,RJ7181,High,,,,,,,,,,,,,,
3459.0,Bagru PS,Jodhpur,FIR/2025/3459,07-09-2025 10:18 PM,Written,29-10-2024,outside the temple in Kishanpole,Kavita Yadav,Shabana Bano,40.0,Male,"47, Kishangarh, Nagaur",9271602532.0,Aadhar Card,Unknown person(s),,,IPC 409,child snatching,A case of child snatching was reported near outside the temple in Kishanpole.,Not applicable,Case registered and investigation taken up,Signed,Inspector Manish Sharma,Sub-Inspector,RJ8885,High,,,,,,,,,,,,,,
3462.0,Hiran Magri PS,Jodhpur,FIR/2025/3462,07-09-2025 10:18 PM,Written,10-02-2025,near Bapu Bazaar,Wasim Akram,Vikas Dangi,38.0,Female,"152, Nasirabad, Hanumangarh",9367899257.0,Aadhar Card,Naseem Ahmed,Nawaz Khan,"152, Nasirabad, Hanumangarh",IPC 409,gunpoint theft,A case of gunpoint theft was reported near near Bapu Bazaar.,Not applicable,Case registered and investigation taken up,Signed,SI Laxmi Bai,Sub-Inspector,RJ3160,High,,,,,,,,,,,,,,
3463.0,Pushkar PS,Udaipur,FIR/2025/3463,07-09-2025 10:18 PM,Written,08-11-2024,outside the school in Bagru,Kishan Suthar,Ajay Nagar,39.0,Female,"128, Tehsil Dudu, Chittorgarh",9779084865.0,Aadhar Card,Unknown person(s),,,IPC 349,car theft,A case of car theft was reported near outside the school in Bagru.,Not applicable,Case registered and investigation taken up,Signed,Inspector Karan Bishnoi,Sub-Inspector,RJ6449,Medium,,,,,,,,,,,,,,
3466.0,Sanganer PS,Pali,FIR/2025/3466,07-09-2025 10:18 PM,Written,15-02-2025,near MI Road crossing,Omprakash Jat,Anil Kumar,64.0,Female,"122, Neem Ka Thana, Neemrana",9244597284.0,Aadhar Card,Rajesh Solanki,Bhupendra Jat,"122, Neem Ka Thana, Neemrana",IPC 329,terrorism,Suspicious activity linked to terrorism was observed.,Not applicable,Case registered and investigation taken up,Signed,Inspector Salman Khan,Sub-Inspector,RJ7740,High,,,,,,,,,,,,,,
3468.0,Gopalpura PS,Barmer,FIR/2025/3468,07-09-2025 10:18 PM,Written,12-03-2025,near the mobile shop in Bani Park,Mukesh Kumawat,Ashok Kumawat,18.0,Female,"26, Bagru, Sikar",9375399080.0,Aadhar Card,Unknown person(s),,,IPC 218,terrorism,Locals reported extremist behavior. Investigation initiated.,Not applicable,Case registered and investigation taken up,Signed,SI Kiran Kumari,Sub-Inspector,RJ5559,High,,,,,,,,,,,,,,
3474.0,Bani Park PS,Sikar,FIR/2025/3474,07-09-2025 10:18 PM,Written,31-08-2025,near the metro station in Civil Lines,Aman Khan,Ayesha Bano,38.0,Female,"43, Bagru, Baran",9187270148.0,Aadhar Card,Nitin Meena,Manish Sharma,"43, Bagru, Baran",IPC 155,verbal fight,A case of verbal fight was reported near near the metro station in Civil Lines.,Not applicable,Case registered and investigation taken up,Signed,SI Rani Bai,Sub-Inspector,RJ4466,Low,,,,,,,,,,,,,,
3475.0,Sanganer PS,Bharatpur,FIR/2025/3475,07-09-2025 10:18 PM,Written,05-02-2025,at the petrol station in Bhankrota,Neha Solanki,Anil Kumar,53.0,Female,"36, Moti Dungri Road, Dausa",9563170734.0,Aadhar Card,Unknown person(s),,,IPC 305,robbery with weapon,A case of robbery with weapon was reported near at the petrol station in Bhankrota.,Not applicable,Case registered and investigation taken up,Signed,SI Zeenat Bano,Sub-Inspector,RJ7608,High,,,,,,,,,,,,,,
3480.0,Sikar PS,Barmer,FIR/2025/3480,07-09-2025 10:18 PM,Written,09-01-2025,outside the post office in Adarsh Nagar,Pinki Kumari,Mahendra Rathore,65.0,Male,"14, Phagi, Dausa",9807601900.0,Aadhar Card,Unknown person(s),,,IPC 152,violent attack,A case of violent attack was reported near outside the post office in Adarsh Nagar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Sakina Bano,Sub-Inspector,RJ2272,High,,,,,,,,,,,,,,
3481.0,Kishangarh PS,Bikaner,FIR/2025/3481,07-09-2025 10:18 PM,Written,12-02-2025,near the dairy booth in Pratap Nagar,Geeta Bai,Karan Bishnoi,54.0,Male,"155, Bagru, Karauli",9905034116.0,Aadhar Card,Unknown person(s),,,IPC 242,gunpoint theft,A case of gunpoint theft was reported near near the dairy booth in Pratap Nagar.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ2513,High,,,,,,,,,,,,,,
3482.0,Bandikui PS,Sikar,FIR/2025/3482,07-09-2025 10:18 PM,Written,29-07-2025,near the petrol pump in Vaishali Nagar,Laxmi Bai,Anil Kumar,31.0,Female,"140, Vaishali Nagar, Jalore",9497805161.0,Aadhar Card,Unknown person(s),,,IPC 291,serious assault,The complainant was severely beaten. Medical aid was provided.,Not applicable,Case registered and investigation taken up,Signed,ASI Wasim Akram,Sub-Inspector,RJ1971,High,,,,,,,,,,,,,,
3489.0,Dausa PS,Nagaur,FIR/2025/3489,07-09-2025 10:18 PM,Written,13-01-2025,at the toll plaza on NH-8,Saira Begum,Mukesh Kumawat,47.0,Female,"39, Kishangarh, Karauli",9866781914.0,Aadhar Card,Unknown person(s),,,IPC 349,vehicle theft,A car was lifted. Police are tracing registration details.,Not applicable,Case registered and investigation taken up,Signed,SI Zeenat Bano,Sub-Inspector,RJ3920,Medium,,,,,,,,,,,,,,
3491.0,Losal PS,Ajmer,FIR/2025/3491,07-09-2025 10:18 PM,Written,07-12-2024,outside the school in Bagru,Ayesha Bano,Reema Kumari,65.0,Male,"76, Village Bassi, Makrana",9299248047.0,Aadhar Card,Unknown person(s),,,IPC 154,cybercrime,The complainant's social media account was hacked.,Not applicable,Case registered and investigation taken up,Signed,SI Priya Choudhary,Sub-Inspector,RJ7824,Medium,,,,,,,,,,,,,,
3494.0,Khandela PS,Bikaner,FIR/2025/3494,07-09-2025 10:18 PM,Written,18-11-2024,outside the school in Bagru,Nagma Bano,Nawaz Khan,32.0,Male,"10, Gandhi Path, Sikar",9268160292.0,Aadhar Card,Archana Kumari,Gita Bai,"10, Gandhi Path, Sikar",IPC 178,extremism,A case of extremism was reported near outside the school in Bagru.,Not applicable,Case registered and investigation taken up,Signed,ASI Rekha Kumari,Sub-Inspector,RJ9673,High,,,,,,,,,,,,,,
3495.0,Gogunda PS,Bikaner,FIR/2025/3495,07-09-2025 10:18 PM,Written,03-07-2025,outside the hospital in Alwar,Chanda Devi,Heena Kumari,59.0,Male,"85, C-Scheme, Dholpur",9574913482.0,Aadhar Card,Unknown person(s),,,IPC 121,missing belongings,A case of missing belongings was reported near outside the hospital in Alwar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Neha Solanki,Sub-Inspector,RJ2602,Low,,,,,,,,,,,,,,
3498.0,Sodala PS,Ajmer,FIR/2025/3498,07-09-2025 10:18 PM,Written,08-07-2025,near the petrol pump in Vaishali Nagar,Imran Khan,Shahrukh Khan,51.0,Female,"71, Phagi, Phalodi",9296578250.0,Aadhar Card,Unknown person(s),,,IPC 335,anti-national activity,A case of anti-national activity was reported near near the petrol pump in Vaishali Nagar.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ3519,High,,,,,,,,,,,,,,
3499.0,Jhotwara PS,Chittorgarh,FIR/2025/3499,07-09-2025 10:18 PM,Written,29-03-2025,at the village chowk in Chaksu,Santoshi Devi,Vikram Choudhary,55.0,Male,"112, Gandhi Path, Sikar",9845762578.0,Aadhar Card,Rekha Jain,Vikram Choudhary,"112, Gandhi Path, Sikar",IPC 198,molestation,A case of molestation was reported near at the village chowk in Chaksu.,Not applicable,Case registered and investigation taken up,Signed,SI Saira Begum,Sub-Inspector,RJ2226,High,,,,,,,,,,,,,,
3504.0,Kalwar Road PS,Dausa,FIR/2025/3504,07-09-2025 10:18 PM,Written,04-10-2024,outside the dispensary in Mansarovar,Kavita Yadav,Razia Bano,49.0,Male,"70, Gandhi Path, Hanumangarh",9931884846.0,Aadhar Card,Unknown person(s),,,IPC 382,manslaughter,A case of manslaughter was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Nagma Bano,Sub-Inspector,RJ6718,High,,,,,,,,,,,,,,
3509.0,Pratap Nagar PS,Jodhpur,FIR/2025/3509,07-09-2025 10:18 PM,Written,08-04-2025,outside the police booth in Shastri Nagar,Sakina Bano,Shabnam Begum,19.0,Female,"4, Kotputli, Bhiwadi",9894243204.0,Aadhar Card,Unknown person(s),,,IPC 162,boundary violation,A case of boundary violation was reported near outside the police booth in Shastri Nagar.,Not applicable,Case registered and investigation taken up,Signed,SI Hemant Rajput,Sub-Inspector,RJ8843,Medium,,,,,,,,,,,,,,
3511.0,Malviya Nagar PS,Jhunjhunu,FIR/2025/3511,07-09-2025 10:18 PM,Written,18-06-2025,near Bapu Bazaar,Yogesh Purohit,Manju Devi,44.0,Male,"132, Malviya Nagar, Kota",9285159487.0,Aadhar Card,Unknown person(s),,,IPC 236,petty theft,Pickpocketing incident reported.,Not applicable,Case registered and investigation taken up,Signed,ASI Devendra Suthar,Sub-Inspector,RJ4416,Low,,,,,,,,,,,,,,
3515.0,Chomu PS,Bharatpur,FIR/2025/3515,07-09-2025 10:18 PM,Written,27-08-2025,inside Triton Mall,Devendra Suthar,Pooja Sharma,46.0,Female,"151, Moti Dungri Road, Jhunjhunu",9127165466.0,Aadhar Card,Sunita Kumari,Shalini Verma,"151, Moti Dungri Road, Jhunjhunu",IPC 325,pickpocketing,A case of pickpocketing was reported near inside Triton Mall.,Not applicable,Case registered and investigation taken up,Signed,SI Kiran Kumari,Sub-Inspector,RJ8938,Low,,,,,,,,,,,,,,
3517.0,Sanganer PS,Barmer,FIR/2025/3517,07-09-2025 10:18 PM,Written,12-10-2024,near the petrol pump in Vaishali Nagar,Mukesh Kumawat,Mahendra Rathore,28.0,Male,"90, Moti Dungri Road, Dausa",9928076898.0,Aadhar Card,Unknown person(s),,,IPC 507,encroachment,A case of encroachment was reported near near the petrol pump in Vaishali Nagar.,Not applicable,Case registered and investigation taken up,Signed,SI Priya Choudhary,Sub-Inspector,RJ8948,Medium,,,,,,,,,,,,,,
3520.0,Lalsot PS,Udaipur,FIR/2025/3520,07-09-2025 10:18 PM,Written,13-12-2024,outside the police booth in Shastri Nagar,Suresh Saini,Zahid Khan,57.0,Male,"100, Tehsil Dudu, Phalodi",9370977955.0,Aadhar Card,Unknown person(s),,,IPC 336,homicide,A case of homicide was reported near outside the police booth in Shastri Nagar.,Not applicable,Case registered and investigation taken up,Signed,SI Pooja Rathore,Sub-Inspector,RJ5400,High,,,,,,,,,,,,,,
3522.0,Pushkar PS,Bharatpur,FIR/2025/3522,07-09-2025 10:18 PM,Written,30-04-2025,outside the dispensary in Mansarovar,Nisha Kumari,Anjum Bano,50.0,Female,"116, Amer, Jalore",9253736465.0,Aadhar Card,Arif Khan,Deepak Gurjar,"116, Amer, Jalore",IPC 494,molestation,A case of molestation was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,SI Gopal Mali,Sub-Inspector,RJ1561,High,,,,,,,,,,,,,,
3524.0,Phagi PS,Tonk,FIR/2025/3524,07-09-2025 10:18 PM,Written,18-09-2024,near the community hall in Jhotwara,Naseem Ahmed,Ravi Meena,21.0,Female,"23, Kotputli, Beawar",9914849799.0,Aadhar Card,Unknown person(s),,,IPC 162,anti-national activity,A case of anti-national activity was reported near near the community hall in Jhotwara.,Not applicable,Case registered and investigation taken up,Signed,Inspector Salman Khan,Sub-Inspector,RJ9773,High,,,,,,,,,,,,,,
3528.0,Bayana PS,Dausa,FIR/2025/3528,07-09-2025 10:18 PM,Written,19-07-2025,near the metro station in Civil Lines,Kusum Lata,Meena Kumari,29.0,Female,"91, Amer, Jhunjhunu",9673711805.0,Aadhar Card,Unknown person(s),,,IPC 139,land dispute,Illegal encroachment on farmland. Documents being verified.,Not applicable,Case registered and investigation taken up,Signed,ASI Omprakash Jat,Sub-Inspector,RJ4449,Medium,,,,,,,,,,,,,,
3533.0,Dausa PS,Sikar,FIR/2025/3533,07-09-2025 10:18 PM,Written,15-04-2025,at the village chowk in Chaksu,Mukesh Kumawat,Ashok Kumawat,43.0,Male,"107, Adarsh Nagar, Bhilwara",9415584403.0,Aadhar Card,Shalini Verma,Rukhsar Khan,"107, Adarsh Nagar, Bhilwara",IPC 279,misplaced item,A case of misplaced item was reported near at the village chowk in Chaksu.,Not applicable,Case registered and investigation taken up,Signed,Inspector Manish Sharma,Sub-Inspector,RJ8858,Low,,,,,,,,,,,,,,
3535.0,Deeg PS,Pali,FIR/2025/3535,07-09-2025 10:18 PM,Written,09-04-2025,at the flyover near Ajmer Road,Gopal Mali,Zeenat Bano,32.0,Female,"56, Bagru, Bundi",9348764198.0,Aadhar Card,Naseem Ahmed,Rekha Jain,"56, Bagru, Bundi",IPC 225,online fraud,A case of online fraud was reported near at the flyover near Ajmer Road.,Not applicable,Case registered and investigation taken up,Signed,Inspector Manish Sharma,Sub-Inspector,RJ9161,Medium,,,,,,,,,,,,,,
3537.0,Bagru PS,Alwar,FIR/2025/3537,07-09-2025 10:18 PM,Written,20-02-2025,outside Gaurav Tower,Suresh Saini,Narendra Dangi,23.0,Male,"181, Chaksu, Bundi",9633851761.0,Aadhar Card,Unknown person(s),,,IPC 492,murder,The victim was found dead under suspicious circumstances near.,Not applicable,Case registered and investigation taken up,Signed,Inspector Firoza Bano,Sub-Inspector,RJ2074,High,,,,,,,,,,,,,,
3538.0,Pratap Nagar PS,Jhunjhunu,FIR/2025/3538,07-09-2025 10:18 PM,Written,14-07-2025,at the police outpost in Ajmer,Rakesh Prajapat,Mahendra Rathore,39.0,Female,"168, Laxmi Colony, Udaipur",9168188236.0,Aadhar Card,Unknown person(s),,,IPC 326,missing item,The complainant misplaced their bag.,Not applicable,Case registered and investigation taken up,Signed,ASI Tariq Hussain,Sub-Inspector,RJ4535,Low,,,,,,,,,,,,,,
3540.0,Pratap Nagar PS,Pali,FIR/2025/3540,07-09-2025 10:18 PM,Written,10-10-2024,outside SMS Hospital emergency gate,Priya Choudhary,Shalini Verma,45.0,Male,"195, Laxmi Colony, Kishangarh",9490433164.0,Aadhar Card,Tushar Meena,Ayesha Bano,"195, Laxmi Colony, Kishangarh",IPC 164,burglary,Burglary reported. Entry was forced through the rear door.,Not applicable,Case registered and investigation taken up,Signed,ASI Javed Ali,Sub-Inspector,RJ9699,Medium,,,,,,,,,,,,,,
3542.0,Sikar PS,Jaipur,FIR/2025/3542,07-09-2025 10:18 PM,Written,17-01-2025,outside the coaching center in Gopalpura,Nitin Meena,Nitin Meena,51.0,Male,"6, Nasirabad, Neemrana",9140535921.0,Aadhar Card,Unknown person(s),,,IPC 390,burglary,Burglary reported. Entry was forced through the rear door.,Not applicable,Case registered and investigation taken up,Signed,Inspector Pinki Kumari,Sub-Inspector,RJ1259,Medium,,,,,,,,,,,,,,
3545.0,Bassi PS,Tonk,FIR/2025/3545,07-09-2025 10:18 PM,Written,27-03-2025,outside the cyber café in Sodala,Kiran Kumari,Javed Ali,25.0,Male,"165, Kotputli, Chittorgarh",9123398269.0,Aadhar Card,Laxmi Bai,Gita Bai,"165, Kotputli, Chittorgarh",IPC 467,manslaughter,A case of manslaughter was reported near outside the cyber café in Sodala.,Not applicable,Case registered and investigation taken up,Signed,ASI Mahesh Saini,Sub-Inspector,RJ9117,High,,,,,,,,,,,,,,
3546.0,Shastri Nagar PS,Alwar,FIR/2025/3546,07-09-2025 10:18 PM,Written,28-02-2025,at the market square in Tonk Phatak,Tarun Rathore,Santoshi Devi,41.0,Male,"176, Gandhi Path, Nathdwara",9709547362.0,Aadhar Card,Unknown person(s),,,IPC 443,robbery with weapon,A case of robbery with weapon was reported near at the market square in Tonk Phatak.,Not applicable,Case registered and investigation taken up,Signed,Inspector Rahul Dudi,Sub-Inspector,RJ4949,High,,,,,,,,,,,,,,
3550.0,Vigyan Nagar PS,Sikar,FIR/2025/3550,07-09-2025 10:18 PM,Written,08-07-2025,outside SMS Hospital emergency gate,Pooja Sharma,Sanjay Rathore,47.0,Male,"131, Neem Ka Thana, Dholpur",9749698263.0,Aadhar Card,Archana Kumari,Pinki Kumari,"131, Neem Ka Thana, Dholpur",IPC 468,pickpocketing,A case of pickpocketing was reported near outside SMS Hospital emergency gate.,Not applicable,Case registered and investigation taken up,Signed,SI Laxmi Bai,Sub-Inspector,RJ6783,Low,,,,,,,,,,,,,,
3555.0,Malviya Nagar PS,Barmer,FIR/2025/3555,07-09-2025 10:18 PM,Written,13-04-2025,outside the textile shop in Johari Bazaar,Heena Kumari,Poonam Kumari,55.0,Male,"117, Amer, Kishangarh",9603320157.0,Aadhar Card,Shahrukh Khan,Razia Bano,"117, Amer, Kishangarh",IPC 221,armed robbery,Armed individuals looted valuables. FIR registered under IPC 395.,Not applicable,Case registered and investigation taken up,Signed,SI Rani Bai,Sub-Inspector,RJ2310,High,,,,,,,,,,,,,,
3560.0,Khandela PS,Sikar,FIR/2025/3560,07-09-2025 10:18 PM,Written,01-06-2025,at Gandhi Nagar Railway Station,Pinki Kumari,Anjum Bano,62.0,Male,"77, Tehsil Dudu, Tonk",9680259860.0,Aadhar Card,Unknown person(s),,,IPC 269,gunpoint theft,A case of gunpoint theft was reported near at Gandhi Nagar Railway Station.,Not applicable,Case registered and investigation taken up,Signed,Inspector Sakina Bano,Sub-Inspector,RJ8844,High,,,,,,,,,,,,,,
3562.0,Vigyan Nagar PS,Sikar,FIR/2025/3562,07-09-2025 10:18 PM,Written,30-07-2025,at the footbridge near Tonk Road,Poonam Kumari,Pinki Kumari,29.0,Female,"91, Vaishali Nagar, Dholpur",9190982941.0,Aadhar Card,Unknown person(s),,,IPC 407,neighborhood dispute,Dispute between neighbors over parking space.,Not applicable,Case registered and investigation taken up,Signed,SI Reema Kumari,Sub-Inspector,RJ1641,Low,,,,,,,,,,,,,,
3566.0,Ramganj PS,Tonk,FIR/2025/3566,07-09-2025 10:18 PM,Written,17-01-2025,in Malviya Nagar Block C,Mukesh Kumawat,Saira Begum,46.0,Male,"6, Kotputli, Sikar",9851760906.0,Aadhar Card,Unknown person(s),,,IPC 168,car theft,A case of car theft was reported near in Malviya Nagar Block C.,Not applicable,Case registered and investigation taken up,Signed,Inspector Manish Sharma,Sub-Inspector,RJ3324,Medium,,,,,,,,,,,,,,
3567.0,Nasirabad PS,Dausa,FIR/2025/3567,07-09-2025 10:18 PM,Written,16-07-2025,near the mobile shop in Bani Park,Poonam Kumari,Poonam Kumari,44.0,Female,"86, Kishangarh, Bikaner",9177535148.0,Aadhar Card,Unknown person(s),,,IPC 330,cybercrime,Online fraud reported. OTP was misused.,Not applicable,Case registered and investigation taken up,Signed,Inspector Kanchan Devi,Sub-Inspector,RJ3318,Medium,,,,,,,,,,,,,,
3573.0,Gumanpura PS,Nagaur,FIR/2025/3573,07-09-2025 10:18 PM,Written,17-07-2025,at Sindhi Camp Bus Stand,Ashok Kumawat,Tariq Khan,25.0,Male,"102, Bani Park, Dungarpur",9678905976.0,Aadhar Card,Unknown person(s),,,IPC 484,encroachment,A case of encroachment was reported near at Sindhi Camp Bus Stand.,Not applicable,Case registered and investigation taken up,Signed,Inspector Nagma Bano,Sub-Inspector,RJ2705,Medium,,,,,,,,,,,,,,
3581.0,Chomu PS,Jhunjhunu,FIR/2025/3581,07-09-2025 10:18 PM,Written,07-05-2025,near MI Road crossing,Archana Kumari,Suresh Saini,45.0,Female,"142, Adarsh Nagar, Balotra",9583211878.0,Aadhar Card,Iqbal Hussain,Ashok Kumawat,"142, Adarsh Nagar, Balotra",IPC 140,manslaughter,A case of manslaughter was reported near near MI Road crossing.,Not applicable,Case registered and investigation taken up,Signed,SI Anjum Bano,Sub-Inspector,RJ5467,High,,,,,,,,,,,,,,
3582.0,Gumanpura PS,Pali,FIR/2025/3582,07-09-2025 10:18 PM,Written,29-06-2025,at the hospital gate in Durgapura,Sanjay Rathore,Kanchan Devi,64.0,Male,"9, Rajendra Vihar, Makrana",9965570088.0,Aadhar Card,Geeta Bai,Kishan Suthar,"9, Rajendra Vihar, Makrana",IPC 275,homicide,A case of homicide was reported near at the hospital gate in Durgapura.,Not applicable,Case registered and investigation taken up,Signed,SI Laxmi Bai,Sub-Inspector,RJ5007,High,,,,,,,,,,,,,,
3594.0,Kotputli PS,Jaipur,FIR/2025/3594,07-09-2025 10:18 PM,Written,14-04-2025,in Malviya Nagar Block C,Shalini Verma,Anjum Bano,50.0,Male,"128, Sodala, Chomu",9328594237.0,Aadhar Card,Unknown person(s),,,IPC 145,online fraud,A case of online fraud was reported near in Malviya Nagar Block C.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ6750,Medium,,,,,,,,,,,,,,
3596.0,Kalwar Road PS,Jaisalmer,FIR/2025/3596,07-09-2025 10:18 PM,Written,06-07-2025,near the dairy booth in Pratap Nagar,Heena Kumari,Hemant Rajput,21.0,Male,"142, Kishangarh, Banswara",9208654857.0,Aadhar Card,Unknown person(s),,,IPC 253,missing item,Item reported missing. Possibly lost.,Not applicable,Case registered and investigation taken up,Signed,SI Babita Kumari,Sub-Inspector,RJ9137,Low,,,,,,,,,,,,,,
3599.0,Kalwar Road PS,Tonk,FIR/2025/3599,07-09-2025 10:18 PM,Written,27-02-2025,outside Gaurav Tower,Wasim Akram,Farzana Bano,31.0,Male,"118, Phagi, Chittorgarh",9193686810.0,Aadhar Card,Arif Khan,Kalpana Devi,"118, Phagi, Chittorgarh",IPC 187,domestic argument,A case of domestic argument was reported near outside Gaurav Tower.,Not applicable,Case registered and investigation taken up,Signed,SI Nazma Bano,Sub-Inspector,RJ2196,Low,,,,,,,,,,,,,,
3604.0,Civil Lines PS,Ajmer,FIR/2025/3604,07-09-2025 10:18 PM,Written,14-11-2024,outside the dispensary in Mansarovar,Anil Kumar,Sanjay Rathore,29.0,Male,"39, Adarsh Nagar, Alwar",9467950484.0,Aadhar Card,Unknown person(s),,,IPC 372,break-in,A case of break-in was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,SI Hemant Rajput,Sub-Inspector,RJ2911,Medium,,,,,,,,,,,,,,
3605.0,Dudu PS,Barmer,FIR/2025/3605,07-09-2025 10:18 PM,Written,14-03-2025,outside the school in Bagru,Yogesh Purohit,Gita Bai,20.0,Female,"167, Bagru, Sawai Madhopur",9426456094.0,Aadhar Card,Unknown person(s),,,IPC 142,armed robbery,A robbery involving weapons took place. Witnesses are being questioned.,Not applicable,Case registered and investigation taken up,Signed,SI Saira Begum,Sub-Inspector,RJ9281,High,,,,,,,,,,,,,,
3607.0,Ramganj PS,Bharatpur,FIR/2025/3607,07-09-2025 10:18 PM,Written,20-07-2025,at the ATM near Lalkothi,Nisha Kumari,Iqbal Hussain,32.0,Female,"63, Pushkar, Jhunjhunu",9474531012.0,Aadhar Card,Unknown person(s),,,IPC 281,verbal fight,A case of verbal fight was reported near at the ATM near Lalkothi.,Not applicable,Case registered and investigation taken up,Signed,SI Hemant Rajput,Sub-Inspector,RJ7244,Low,,,,,,,,,,,,,,
3608.0,Pratap Nagar PS,Jaisalmer,FIR/2025/3608,07-09-2025 10:18 PM,Written,01-08-2025,outside Gaurav Tower,Bhupendra Jat,Salman Khan,25.0,Female,"140, Moti Dungri Road, Karauli",9252134227.0,Aadhar Card,Unknown person(s),,,IPC 301,domestic argument,A case of domestic argument was reported near outside Gaurav Tower.,Not applicable,Case registered and investigation taken up,Signed,ASI Mahesh Saini,Sub-Inspector,RJ8493,Low,,,,,,,,,,,,,,
3616.0,C-Scheme PS,Ajmer,FIR/2025/3616,07-09-2025 10:18 PM,Written,22-10-2024,outside the Panchayat Bhawan in Kalwad,Salman Khan,Deepak Gurjar,27.0,Female,"116, Moti Dungri Road, Bhilwara",9805082716.0,Aadhar Card,Unknown person(s),,,IPC 381,murder,The victim was found dead under suspicious circumstances near.,Not applicable,Case registered and investigation taken up,Signed,ASI Rekha Kumari,Sub-Inspector,RJ6351,High,,,,,,,,,,,,,,
